Player Name,Pace,Acceleration,Sprint Speed,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,Free Kick,Short Pass,Long Pass,Pass Curve,Defending,Interceptions,Heading,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Diving,Reflexes,Handling,Speed,Kicking,Positoning,prediction
Christian Tiffert,47,55,40,71,73,73,74,72,80,61,65,57,68,64,59,58,72,72,70,68,73,72,72,71,75,55,78,69,66,72,54,75,74,69,0,0,0,0,0,0,2
Steven Old,52,49,54,49,48,51,58,51,60,21,17,16,32,15,37,35,43,52,32,29,50,39,34,60,65,61,63,56,53,66,73,64,74,47,0,0,0,0,0,0,3
Maximilian Schulze Niehues,0,38,42,0,39,22,61,22,39,0,14,11,42,13,12,22,0,36,14,14,19,15,12,0,28,18,21,19,14,0,50,32,78,34,64,63,65,38,62,66,1
Yaroslav Rakitskyi,73,69,75,74,72,74,78,78,79,69,53,57,88,88,53,50,77,75,68,78,79,85,75,82,83,69,83,84,82,79,74,83,75,83,0,0,0,0,0,0,2
Thomas Kraft,0,45,50,0,45,42,74,21,48,0,13,14,23,16,13,18,0,25,14,12,35,28,11,0,20,13,20,19,20,0,73,35,68,40,80,84,75,45,60,65,1
Jonas Auer,67,67,67,50,57,65,54,46,49,43,42,46,46,35,39,47,45,41,59,37,43,41,36,24,17,32,26,25,25,49,43,45,58,32,0,0,0,0,0,0,0
Peter Nymann,72,72,72,64,64,66,74,63,65,55,45,53,62,54,49,56,60,60,62,40,61,59,59,59,60,49,60,61,59,66,60,71,64,64,0,0,0,0,0,0,2
Orlando Carlos Braga de S�,58,66,51,70,63,56,72,73,74,72,76,76,75,59,64,71,58,67,49,41,65,49,49,42,22,78,48,43,25,76,71,73,80,73,0,0,0,0,0,0,0
Hideki Ishige,66,67,66,64,71,72,66,65,62,52,49,47,54,62,50,53,58,54,57,51,61,55,65,37,32,38,52,31,19,53,56,64,52,41,0,0,0,0,0,0,0
Fatih Aksoy,42,41,42,51,57,44,56,55,49,35,41,32,49,24,32,40,42,32,39,29,52,41,33,64,58,62,66,66,61,66,52,61,72,62,0,0,0,0,0,0,3
Hee Seong Park,54,59,50,59,63,43,59,59,57,60,68,65,58,54,54,51,41,47,26,25,54,28,33,25,16,68,24,19,17,71,71,67,77,59,0,0,0,0,0,0,0
Denis Tonucci,41,51,33,47,34,77,69,48,69,36,29,31,42,42,32,42,37,21,33,32,47,44,31,69,66,61,69,74,64,81,82,71,89,74,0,0,0,0,0,0,3
Nils-Jonathan K�rber,0,33,37,0,46,43,61,20,25,0,12,11,20,16,14,15,0,21,13,14,24,24,13,0,14,17,9,13,14,0,63,28,55,22,65,67,64,33,63,64,1
Mark Ellis,63,62,64,44,58,51,47,51,55,28,49,27,32,20,25,25,39,35,22,17,51,50,21,59,57,61,57,62,60,75,79,70,79,68,0,0,0,0,0,0,3
Yunis Abdelhamid,41,50,34,37,39,48,63,55,65,28,21,24,43,23,20,42,44,32,28,31,58,55,34,72,74,70,71,73,65,75,77,66,82,70,0,0,0,0,0,0,3
Cheng Piao,73,71,75,70,78,84,68,67,68,61,66,57,62,68,57,58,66,62,57,64,73,69,66,58,57,48,62,59,58,70,77,78,64,73,0,0,0,0,0,0,2
Moussa Diallo,67,66,67,55,65,63,56,56,60,65,61,69,63,61,64,66,39,43,31,38,48,26,35,22,17,63,18,16,19,53,69,52,61,31,0,0,0,0,0,0,0
Nair Tiknizyan,73,74,73,61,54,65,44,63,46,53,56,53,58,43,50,63,55,49,58,40,62,49,54,31,20,54,31,30,32,55,63,64,58,32,0,0,0,0,0,0,0
Carlos Miguel Tavares de Oliveira,81,80,82,61,71,71,46,60,56,56,58,55,60,58,50,54,57,58,58,40,60,58,39,27,24,38,25,26,31,51,73,68,49,28,0,0,0,0,0,0,0
Aur�lien Tchouam�ni,68,67,69,68,62,58,67,72,70,51,65,46,64,46,44,47,62,63,45,45,72,68,47,67,68,62,69,70,59,70,62,63,74,72,0,0,0,0,0,0,2
Nicol�s Gim�nez,68,65,70,61,59,57,56,63,62,55,58,56,57,55,41,54,61,56,55,51,69,58,58,53,54,42,45,61,57,71,61,73,75,63,0,0,0,0,0,0,2
Henrik Kjelsrud Johansen,60,62,59,54,64,58,57,61,54,57,63,60,63,43,54,55,40,45,27,32,51,31,33,37,22,66,31,45,28,76,83,74,79,70,0,0,0,0,0,0,0
Adama Guira,68,67,69,63,69,60,69,65,58,48,43,43,59,53,52,37,61,60,57,40,66,63,53,63,60,62,66,63,60,82,69,84,82,81,0,0,0,0,0,0,2
Cristian Lema,34,33,34,37,32,30,63,40,55,48,57,43,76,24,37,69,55,54,36,62,60,66,61,76,73,90,78,74,68,79,51,61,92,78,0,0,0,0,0,0,3
Paolo Fern�ndes Cantin,76,79,73,75,86,79,55,76,68,64,58,61,68,70,62,60,60,62,56,55,65,49,74,35,33,38,39,34,26,46,45,68,37,42,0,0,0,0,0,0,0
Jack Butland,0,58,55,0,55,50,73,36,62,0,16,16,29,13,12,42,0,40,11,14,40,30,12,0,27,12,23,13,11,0,76,40,79,40,83,85,77,58,71,81,1
Osvaldo Mart�nez,65,65,65,75,76,83,70,80,72,71,74,66,78,72,71,78,72,74,65,71,75,74,75,57,60,51,57,59,55,72,70,78,68,75,0,0,0,0,0,0,2
Tsubasa Shibuya,0,26,31,0,31,39,53,13,31,0,6,9,13,7,11,16,0,36,10,11,17,19,14,0,7,15,10,11,11,0,53,18,78,15,55,54,53,26,51,54,1
H�lder Jorge Rodrigues Barbosa,79,80,79,77,79,85,64,75,72,69,69,68,79,65,61,59,68,70,74,68,66,61,75,44,42,55,42,48,35,63,76,65,56,77,0,0,0,0,0,0,0
Can �zkan,71,74,69,60,63,70,57,62,49,42,52,32,63,41,41,49,57,48,64,39,64,56,44,60,58,54,60,64,57,63,64,62,66,58,0,0,0,0,0,0,3
Mauricio Zenteno,61,60,62,58,60,69,60,59,54,40,42,36,48,47,25,34,57,56,57,28,64,58,45,69,61,72,71,70,71,66,82,69,70,50,0,0,0,0,0,0,3
Daniel Lovitz,78,79,77,63,68,69,60,60,55,53,57,52,57,51,53,53,60,58,64,55,60,58,69,63,61,55,65,64,62,72,71,77,68,74,0,0,0,0,0,0,2
Eberechi Eze,72,74,71,68,71,72,58,66,62,58,58,58,60,62,50,50,58,62,46,24,66,59,55,41,42,46,35,44,39,62,69,73,58,58,0,0,0,0,0,0,0
Kris Twardek,71,74,69,55,59,54,52,52,53,47,49,43,55,53,34,36,49,51,48,38,52,46,43,36,42,55,26,36,39,60,54,62,67,43,0,0,0,0,0,0,0
Alessandro Abruscia,75,76,74,66,70,70,49,65,64,60,60,57,62,65,53,57,57,55,49,62,59,63,65,37,48,37,38,28,34,58,71,66,57,49,0,0,0,0,0,0,0
Timo H�bers,64,63,65,54,48,50,55,60,58,39,42,36,51,35,35,40,54,53,40,39,63,60,38,65,59,62,66,68,63,71,68,59,78,68,0,0,0,0,0,0,3
Ruben Vargas,79,82,77,67,89,86,57,68,50,50,57,49,55,47,48,54,56,58,55,35,57,58,51,41,36,45,59,30,26,48,52,78,39,34,0,0,0,0,0,0,0
Bum Young Lee,0,38,42,0,23,51,67,16,59,0,15,13,21,13,10,16,0,44,13,9,32,32,13,0,21,14,15,17,16,0,60,21,74,23,66,69,66,38,63,62,1
Zargo Tour�,70,67,73,47,59,58,65,58,60,24,44,14,44,19,13,39,45,44,30,42,53,58,25,68,65,75,68,69,60,78,90,78,80,72,0,0,0,0,0,0,3
Jordan Flores,71,75,68,66,74,80,58,64,65,56,69,56,54,55,58,56,64,70,61,61,66,58,68,48,45,39,51,48,50,59,60,61,59,58,0,0,0,0,0,0,0
Musa Araz,77,77,77,69,77,91,73,68,62,60,69,60,66,56,58,45,61,62,46,54,69,64,59,38,43,39,28,42,44,52,57,60,45,58,0,0,0,0,0,0,0
Jordy Croux,80,83,77,73,83,81,58,70,65,65,57,62,71,67,69,55,62,58,68,68,62,55,71,28,30,33,26,28,23,60,60,66,57,58,0,0,0,0,0,0,0
Kevin Scheidhauer,68,64,72,55,60,55,52,53,53,61,60,60,70,56,56,57,46,50,45,30,48,46,41,36,30,59,22,45,39,73,58,68,82,60,0,0,0,0,0,0,0
Mark Randall,64,66,63,60,64,59,62,62,67,51,51,54,51,44,42,55,63,66,51,61,67,66,59,48,54,35,47,48,47,54,31,63,60,33,0,0,0,0,0,0,0
Alexander Hack,72,68,75,60,49,48,72,65,69,32,32,27,44,29,26,45,62,53,55,31,74,75,39,73,73,76,71,75,73,76,67,69,83,67,0,0,0,0,0,0,3
Felix Burmeister,63,62,63,49,54,61,59,52,54,37,30,32,60,29,21,47,47,43,42,31,54,53,37,64,63,60,64,65,62,70,76,63,76,63,0,0,0,0,0,0,3
Kevin Trapp,0,45,52,0,42,37,80,24,62,0,12,13,22,13,12,17,0,46,13,12,25,12,14,0,22,11,15,14,10,0,75,45,73,30,79,83,74,45,77,82,1
Germ�n Conti,72,68,75,51,53,43,74,55,73,39,32,37,51,30,32,48,56,51,32,31,73,64,40,81,77,79,82,83,78,80,70,80,81,78,0,0,0,0,0,0,3
Gabriel Mois�s Antunes da Silva,76,75,77,70,78,73,68,71,65,59,63,54,72,59,59,57,70,59,75,58,75,72,73,68,69,53,67,71,70,67,70,75,62,70,0,0,0,0,0,0,2
Jakub Jugas,64,63,64,50,53,46,67,55,58,45,45,41,55,48,32,41,50,51,49,28,55,50,29,71,66,74,71,73,69,77,69,68,83,74,0,0,0,0,0,0,3
Riccardo Meggiorini,73,75,71,75,78,74,75,76,78,70,78,74,69,60,69,73,66,74,62,60,70,54,69,38,23,72,50,28,24,69,76,71,77,45,0,0,0,0,0,0,0
Jordan Green,89,89,89,66,92,90,46,62,51,53,55,51,63,46,51,55,56,53,60,48,58,53,53,33,28,49,28,36,32,53,51,72,46,45,0,0,0,0,0,0,0
Onur Ayik,60,66,55,65,72,67,66,65,65,59,65,58,61,60,55,59,58,52,64,47,62,56,50,33,31,56,28,35,26,59,70,57,63,50,0,0,0,0,0,0,0
Hussain Al Mogahwi,59,70,50,70,73,80,66,70,58,64,67,66,63,68,53,49,69,69,70,59,71,69,51,45,58,55,29,49,41,70,67,78,72,56,0,0,0,0,0,0,2
Carlos Fierro,89,86,91,73,89,71,64,72,66,65,67,70,67,55,45,64,61,50,67,52,65,60,63,34,35,72,30,27,24,63,80,81,63,35,0,0,0,0,0,0,0
Steeve Furtado,75,77,74,64,74,71,55,60,52,46,42,42,48,52,50,51,59,55,63,48,62,55,51,58,62,41,51,65,67,50,55,68,41,48,0,0,0,0,0,0,2
Guy-Roland Ndy Assembe,0,42,48,0,40,34,59,24,58,0,11,10,22,15,14,15,0,19,11,13,33,17,13,0,20,13,11,14,17,0,46,26,75,17,70,69,69,42,68,66,1
Alessandro Semprini,73,71,74,59,69,62,63,57,55,40,49,31,55,41,37,48,55,55,58,47,57,46,55,60,62,55,61,61,57,58,64,58,60,52,0,0,0,0,0,0,3
Xiang Ji,69,70,68,63,62,72,67,61,60,62,60,60,70,63,53,50,62,58,66,75,60,63,65,66,66,65,68,67,62,73,60,74,79,58,0,0,0,0,0,0,2
Mads Aaquist,72,79,67,69,84,79,74,65,66,52,62,59,49,41,38,49,54,63,54,29,63,41,25,54,57,44,49,58,58,62,81,62,62,59,0,0,0,0,0,0,2
Oleg Danchenko,81,80,81,71,68,75,71,68,65,44,68,46,31,50,35,48,65,66,71,39,68,67,37,65,67,55,64,68,69,61,56,72,56,61,0,0,0,0,0,0,2
D�iber Caicedo,79,81,77,69,83,89,59,63,56,45,51,45,50,37,46,52,55,49,56,60,60,45,56,30,33,30,34,27,22,44,51,50,41,44,0,0,0,0,0,0,0
Andr� Filipe Luz Horta,74,72,75,80,90,84,76,78,78,63,73,57,74,64,67,55,71,75,64,50,76,73,70,65,69,52,66,69,59,70,68,78,67,70,0,0,0,0,0,0,2
Nicholas Fitzgerald,85,84,86,66,90,74,52,61,63,64,61,66,61,64,61,56,61,65,56,51,64,56,69,43,41,43,49,42,36,66,70,89,62,47,0,0,0,0,0,0,0
Diego Novaretti,36,35,36,39,32,33,68,47,50,26,13,26,31,26,15,30,49,42,34,39,59,61,46,69,68,71,70,70,67,74,33,62,84,75,0,0,0,0,0,0,3
James Hanson,30,28,32,54,63,55,65,61,71,63,67,61,71,58,62,59,40,54,29,23,47,25,46,31,31,78,26,24,22,83,78,83,91,63,0,0,0,0,0,0,0
Andrea Settembrini,69,68,70,65,61,77,68,67,64,54,61,54,57,53,52,50,67,65,61,52,74,69,51,63,64,62,57,68,64,60,62,72,53,64,0,0,0,0,0,0,2
Luciano Acosta,81,86,77,79,85,89,70,76,71,65,69,62,71,66,67,54,68,74,61,62,70,67,68,39,36,48,39,42,31,58,62,69,49,64,0,0,0,0,0,0,0
Lukas Rupp,69,71,67,79,77,81,74,80,70,68,69,64,76,68,63,63,76,77,74,60,80,74,73,67,64,45,68,73,70,66,67,80,59,63,0,0,0,0,0,0,2
Lewie Coyle,72,73,72,63,72,80,64,64,60,34,57,32,36,31,31,35,56,49,61,31,63,55,34,61,60,55,60,65,63,64,63,76,59,61,0,0,0,0,0,0,3
Vitorino Hilton da Silva,36,33,38,65,51,60,70,73,70,51,50,45,55,58,51,64,66,67,60,48,73,72,42,79,79,79,83,77,76,71,79,54,76,76,0,0,0,0,0,0,2
Davy Klaassen,70,71,69,74,67,64,78,80,78,78,80,77,78,77,82,75,73,78,63,44,81,75,62,66,67,74,59,70,61,74,72,83,69,76,0,0,0,0,0,0,2
J�r�me Junior Ongu�n�,55,61,50,43,57,61,56,47,58,30,26,24,45,24,27,47,38,32,32,33,48,34,28,67,62,66,69,69,64,74,85,68,81,59,0,0,0,0,0,0,3
Aaron McEneff,71,74,68,63,73,79,59,64,65,59,62,56,65,59,45,73,58,63,54,52,59,58,53,52,55,50,50,53,51,65,58,81,61,57,0,0,0,0,0,0,2
Yong Jae Jo,73,70,76,58,61,38,45,56,50,44,63,45,36,43,53,34,46,52,51,33,46,36,39,27,21,37,35,22,21,52,64,52,49,55,0,0,0,0,0,0,0
Sergio Garc�a de la Fuente,69,70,69,78,66,73,78,78,80,76,81,76,77,74,72,80,75,77,77,64,76,72,80,37,29,70,40,30,28,62,34,50,72,61,0,0,0,0,0,0,0
Lucas Hufnagel,73,75,72,70,79,74,65,68,56,55,62,54,59,57,49,48,63,65,60,39,67,63,58,51,54,49,47,54,49,56,53,72,56,39,0,0,0,0,0,0,2
Brek Shea,70,67,72,67,79,57,61,65,61,65,64,62,80,59,61,65,62,62,59,64,62,64,72,59,63,66,61,51,59,73,64,69,76,75,0,0,0,0,0,0,2
Bernd Gschweidl,71,69,73,61,69,69,54,58,47,63,66,66,70,52,48,67,39,47,32,32,43,29,37,22,18,65,14,19,21,66,76,69,76,37,0,0,0,0,0,0,0
Ben Brereton,86,88,85,69,75,58,59,68,66,65,66,69,67,53,66,70,58,62,62,31,58,51,68,42,36,62,34,50,38,70,63,71,71,67,0,0,0,0,0,0,0
Ola John,77,79,75,75,70,71,68,76,63,63,65,59,74,62,60,62,72,71,73,69,74,65,73,25,31,49,18,23,19,57,61,51,67,37,0,0,0,0,0,0,0
Tommy Thompson,71,73,70,70,79,70,62,70,64,58,64,57,62,57,57,58,62,60,54,53,68,63,70,51,54,52,47,51,54,59,51,73,50,65,0,0,0,0,0,0,2
Juan Ignacio Duma,79,82,77,66,80,62,57,64,51,59,72,59,61,54,47,68,58,55,72,51,59,48,52,23,13,55,29,14,16,56,83,63,60,30,0,0,0,0,0,0,0
Rayan Raveloson,73,75,72,64,75,67,55,63,68,58,52,53,66,62,57,54,59,63,54,41,64,58,46,62,64,62,64,57,62,59,56,59,60,59,0,0,0,0,0,0,2
R�ben Miguel Santos Fernandes,63,61,65,56,62,60,72,62,71,48,40,39,65,51,51,58,56,52,51,31,64,59,48,71,73,72,67,74,69,76,79,76,75,76,0,0,0,0,0,0,2
Jaime Romero G�mez,82,80,83,74,78,75,65,71,67,64,68,64,67,63,60,59,66,69,63,55,70,56,71,40,42,55,41,36,33,65,72,71,67,49,0,0,0,0,0,0,0
Nazariy Rusyn,69,70,69,58,55,73,70,59,46,66,73,70,62,67,51,57,45,45,32,34,62,27,36,19,13,56,15,16,16,46,71,53,45,33,0,0,0,0,0,0,0
Shoma Kamata,73,72,74,58,79,80,63,53,46,53,54,52,61,56,36,42,53,45,62,34,60,51,26,59,54,54,62,61,63,68,77,71,65,69,0,0,0,0,0,0,3
Bernardo Espinosa,47,43,51,52,47,36,68,67,70,44,33,39,56,42,44,52,60,49,51,42,74,61,51,76,77,78,70,80,75,77,75,61,84,79,0,0,0,0,0,0,3
Brendan Chardonnet,71,69,73,53,57,71,55,58,59,33,32,24,49,32,33,53,49,38,45,35,59,54,28,62,59,64,57,69,63,68,78,67,73,54,0,0,0,0,0,0,3
Charlie Taylor,73,77,69,72,72,71,71,72,70,54,63,49,63,59,43,45,69,65,75,61,71,67,69,73,72,70,74,74,72,71,73,73,69,74,0,0,0,0,0,0,2
Jason Pendant,67,69,65,54,56,76,57,43,53,31,50,31,25,33,30,34,51,34,62,32,59,55,29,64,63,48,63,69,65,61,57,73,58,54,0,0,0,0,0,0,3
Viktor Agardius,74,73,75,62,71,73,68,63,68,36,49,26,56,34,29,38,55,49,64,38,56,58,40,63,64,55,58,69,63,66,65,71,70,52,0,0,0,0,0,0,3
Alejandro Gonz�lez,69,68,70,49,53,54,60,55,69,19,21,15,29,13,18,34,51,49,47,28,60,50,31,68,69,67,65,69,68,79,84,74,84,71,0,0,0,0,0,0,3
Gabriele Marchegiani,0,29,33,0,39,41,59,10,48,0,5,5,24,5,6,15,0,41,10,14,15,26,13,0,14,14,19,10,12,0,62,27,53,17,71,64,63,29,57,62,1
Xuebin Zhao,62,59,64,55,73,66,39,53,42,51,48,59,45,44,42,49,33,41,24,24,40,19,31,19,16,59,14,13,19,64,66,69,69,44,0,0,0,0,0,0,0
Florian Hansch,84,89,79,67,87,85,64,64,48,62,65,65,59,59,60,59,53,52,51,43,61,41,63,21,19,44,24,14,15,45,65,77,31,35,0,0,0,0,0,0,0
Long Zheng,75,76,75,70,73,74,68,65,64,59,64,60,60,58,40,59,65,67,68,67,64,60,68,33,54,42,38,14,21,65,51,70,67,55,0,0,0,0,0,0,0
Keiren Westwood,0,50,45,0,58,48,66,22,66,0,15,11,24,20,14,31,0,41,20,12,28,23,11,0,22,20,20,20,19,0,62,25,78,38,77,77,71,50,70,75,1
Aar�n ��guez Escl�pez,80,84,77,74,88,80,67,70,71,68,68,65,73,70,61,67,67,60,70,76,68,66,72,34,43,52,25,32,35,61,73,68,60,51,0,0,0,0,0,0,0
Eduardo Ramos G�mez,66,65,67,61,73,74,63,70,58,51,56,46,66,49,37,48,68,64,57,53,78,74,48,61,66,34,60,66,61,68,54,74,69,61,0,0,0,0,0,0,2
Kazuhiko Chiba,54,54,54,51,67,57,55,58,71,36,54,31,42,35,35,37,50,47,41,36,63,46,39,64,61,72,66,62,59,72,81,61,77,69,0,0,0,0,0,0,3
Andrei Girotto,61,60,61,66,61,57,51,71,56,63,60,57,74,71,51,55,64,51,65,43,75,66,58,71,74,70,67,75,70,66,62,64,65,71,0,0,0,0,0,0,2
Jorge Valdivia,61,64,59,76,77,78,72,78,73,66,62,62,73,69,55,76,79,86,71,67,86,71,71,38,46,60,29,39,21,60,48,71,57,57,0,0,0,0,0,0,0
Didier Ovono,0,53,51,0,48,56,60,20,60,0,15,12,22,12,14,14,0,37,12,13,27,24,15,0,18,20,13,14,15,0,66,24,71,35,67,70,58,53,64,65,1
Alejandro Chumacero,70,72,69,70,74,92,68,72,70,66,62,59,73,71,78,66,70,68,68,57,77,69,60,62,74,52,59,62,58,68,66,85,57,73,0,0,0,0,0,0,2
John O'Sullivan,80,79,81,64,72,46,61,62,65,48,61,35,63,59,47,40,61,62,56,41,68,60,55,51,60,50,46,51,50,67,62,66,66,72,0,0,0,0,0,0,2
Alef dos Santos Saldanha,54,61,48,61,58,55,64,63,56,46,54,37,62,47,44,50,59,55,42,49,69,73,46,69,60,63,69,75,70,71,67,67,73,74,0,0,0,0,0,0,3
Louis Ameka Autchanga,82,83,81,63,81,79,44,58,51,52,54,57,44,48,52,61,47,58,34,57,50,35,50,24,17,48,27,21,14,40,46,49,35,38,0,0,0,0,0,0,0
Scott Caldwell,42,42,42,60,55,77,66,63,65,55,53,54,64,53,43,49,62,60,50,40,71,70,50,62,63,43,66,65,60,71,53,75,70,73,0,0,0,0,0,0,2
Marwin Reuvers,67,70,64,61,63,63,52,63,63,53,62,50,58,53,57,38,58,62,46,44,63,60,59,45,50,53,40,48,37,60,63,64,63,45,0,0,0,0,0,0,0
Olmes Garcia,89,90,88,71,88,57,55,69,65,58,58,62,65,44,56,60,51,44,46,34,64,41,57,30,14,55,24,40,26,63,65,51,69,60,0,0,0,0,0,0,0
Massimo Luongo,74,73,74,73,79,76,72,72,63,63,65,63,69,63,46,52,65,72,51,46,72,68,49,70,72,59,64,78,74,78,84,92,72,76,0,0,0,0,0,0,2
Cauley Woodrow,66,64,67,60,55,62,64,65,67,64,65,66,69,56,63,65,51,58,38,38,64,33,46,31,24,63,38,22,20,60,63,60,68,40,0,0,0,0,0,0,0
Scott Arfield,66,66,66,73,72,78,71,73,75,68,72,69,71,66,61,62,72,72,72,65,73,70,70,62,65,62,60,64,60,72,73,78,71,67,0,0,0,0,0,0,2
Bobby Grant,76,72,79,66,77,74,63,65,57,61,63,60,61,66,57,59,64,64,66,65,64,63,65,47,50,48,52,45,32,63,61,69,62,58,0,0,0,0,0,0,0
Daniel Molina Orta,56,53,58,65,66,67,58,69,62,59,56,56,59,66,58,55,66,71,49,59,72,69,66,58,59,42,50,68,66,45,59,52,33,63,0,0,0,0,0,0,2
Ousmane Sidib�,72,73,71,60,64,67,60,61,56,31,51,26,35,32,32,39,55,45,65,31,61,58,37,62,65,53,59,66,66,71,71,64,76,68,0,0,0,0,0,0,3
Niklas Geisler,72,76,69,60,83,71,41,58,40,44,41,41,54,40,46,43,51,48,50,45,55,49,52,27,25,38,25,29,21,42,68,44,33,56,0,0,0,0,0,0,0
Hao Rong,72,73,71,65,72,67,65,63,60,36,62,33,38,34,34,45,60,59,65,58,60,55,63,60,65,55,60,59,54,69,49,85,65,62,0,0,0,0,0,0,2
Arild �stb�,0,21,23,0,57,56,68,13,46,0,16,8,22,9,7,23,0,53,15,8,22,12,13,0,25,8,23,14,10,0,54,20,68,27,63,67,64,21,62,61,1
Gabriel Augusto Xavier,74,74,74,72,72,75,64,70,65,62,67,64,62,58,46,62,67,68,58,51,74,67,60,39,29,45,40,40,46,59,52,63,64,41,0,0,0,0,0,0,0
Mi?o Kuzmanovi?,74,77,71,66,75,71,56,62,70,58,60,58,57,60,56,56,58,57,60,51,61,56,53,23,22,42,21,20,21,56,74,60,60,37,0,0,0,0,0,0,0
Luke Coddington,0,34,37,0,48,50,52,23,44,0,8,14,22,15,14,25,0,27,16,15,24,23,14,0,15,14,7,16,17,0,56,30,57,19,55,56,51,34,54,47,1
Alexis Maldonado,51,46,55,39,45,44,56,45,58,28,34,23,42,22,29,40,34,35,27,33,42,28,29,61,61,58,60,63,60,73,54,72,83,53,0,0,0,0,0,0,3
Khaled Al Kaabi,83,80,85,64,76,82,56,60,55,56,52,57,67,47,37,59,55,54,60,46,57,49,52,20,16,41,17,19,17,50,70,70,46,30,0,0,0,0,0,0,0
Rifat Zhemaletdinov,80,77,82,72,70,73,68,70,63,62,71,64,66,52,60,59,61,57,48,58,73,63,41,31,33,39,26,33,32,62,49,67,65,51,0,0,0,0,0,0,0
Abdulaziz Al Shehry,0,29,33,0,33,40,48,15,39,0,4,6,25,10,10,12,0,28,9,10,21,20,11,0,13,12,14,13,10,0,68,26,42,19,55,59,51,29,51,53,1
Alberto Cifuentes Mart�nez,0,47,46,0,31,42,62,28,53,0,14,10,41,16,20,27,0,45,11,12,20,32,21,0,22,22,20,13,12,0,60,39,68,28,69,70,76,47,66,79,1
Atakan Karazor,60,59,61,57,59,38,54,63,51,34,34,30,47,29,27,38,55,57,39,31,65,63,42,59,55,61,59,62,52,64,54,59,71,57,0,0,0,0,0,0,3
Aaron Wildig,71,72,70,66,80,80,62,63,62,58,60,59,58,56,57,49,62,66,58,45,66,59,54,43,29,38,41,54,46,61,75,72,63,39,0,0,0,0,0,0,0
Tom King,0,40,44,0,39,57,51,25,42,0,12,6,20,17,18,26,0,31,9,6,31,26,9,0,13,18,15,17,20,0,52,32,53,23,63,63,62,40,56,62,1
Emre �olak,69,71,68,79,82,90,74,80,71,71,72,71,71,73,70,72,77,77,77,79,78,77,75,44,45,65,35,44,43,50,37,69,40,52,0,0,0,0,0,0,0
Adrian Purzycki,65,64,65,60,57,81,54,58,62,46,50,45,52,41,46,52,56,55,49,43,61,59,51,48,33,49,52,52,51,49,57,61,42,51,0,0,0,0,0,0,0
Jason Holt,77,81,73,72,93,92,65,73,68,58,67,57,61,57,59,48,64,63,53,43,73,65,57,58,62,42,58,61,57,69,85,86,57,72,0,0,0,0,0,0,2
Lamine Gassama,76,73,78,65,76,68,69,64,60,39,48,35,47,36,32,59,60,52,65,43,66,60,54,65,66,58,65,68,63,74,66,77,71,79,0,0,0,0,0,0,2
Leon Davies,78,81,75,53,66,57,49,49,48,27,48,27,26,22,26,35,42,40,49,27,43,42,37,50,55,42,47,54,48,57,66,67,56,47,0,0,0,0,0,0,3
Pablo Martinez,68,68,68,69,70,67,74,66,61,44,34,37,52,56,40,45,61,50,67,50,66,68,44,72,67,71,73,74,73,72,65,75,71,73,0,0,0,0,0,0,2
Jia Du,0,45,55,0,30,53,67,18,57,0,10,14,23,18,15,10,0,59,12,20,35,32,19,0,10,11,16,10,10,0,61,35,58,41,59,66,59,45,52,58,1
R�ger Lemus,66,68,64,60,67,85,61,63,56,49,51,47,59,48,41,45,59,59,46,41,68,62,52,50,35,35,67,49,44,57,51,70,55,48,0,0,0,0,0,0,0
Umut Bozok,79,79,79,71,78,71,66,70,70,70,72,75,65,64,68,72,57,65,49,54,66,40,48,24,13,66,35,11,12,64,69,65,67,56,0,0,0,0,0,0,0
Adam Jakubech,0,36,44,0,35,24,65,13,51,0,5,6,26,6,8,10,0,39,11,13,23,20,11,0,10,12,12,10,13,0,60,27,70,19,63,66,62,36,64,61,1
Marco Crimi,75,79,71,65,75,82,66,64,66,60,65,58,64,61,47,57,63,62,67,60,65,60,50,63,62,52,64,65,63,73,81,88,66,70,0,0,0,0,0,0,2
Gregoire Defrel,87,88,87,81,82,72,74,82,73,75,79,75,78,75,71,69,68,73,70,69,67,60,63,35,37,61,50,15,18,56,42,59,58,49,0,0,0,0,0,0,0
Serdar G�rler,87,89,85,79,84,85,73,77,70,69,76,74,73,62,49,52,68,70,71,60,70,59,71,44,35,56,40,54,32,54,63,73,51,33,0,0,0,0,0,0,0
Jordan Graham,80,77,82,69,72,73,55,66,60,58,57,55,68,56,54,58,61,62,69,71,58,48,74,27,23,34,33,23,24,48,53,59,43,43,0,0,0,0,0,0,0
Frederik R�nnow,0,48,45,0,34,40,74,12,31,0,14,9,21,13,7,17,0,48,14,7,25,30,16,0,12,12,15,11,13,0,63,32,67,17,74,77,71,48,66,74,1
Jordan Silva,46,36,54,41,51,41,62,48,60,33,26,29,47,28,30,45,40,32,28,33,52,43,29,71,71,75,71,70,71,74,69,76,82,54,0,0,0,0,0,0,3
Hiroshi Futami,66,62,70,53,52,64,65,60,52,28,49,28,26,25,28,30,51,34,59,31,60,57,30,58,61,44,58,62,58,74,69,70,80,64,0,0,0,0,0,0,3
